Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RP,Chad Green (15454720),Chad Green,15454720,P,4700,NYY@TOR 09/21/2020 06:37PM ET,NYY,4.92
OF,Michael Conforto (15454051),Michael Conforto,15454051,OF,4700,TB@NYM 09/21/2020 07:10PM ET,NYM,9.45
RP,Ryan Thompson (15454719),Ryan Thompson,15454719,P,4700,TB@NYM 09/21/2020 07:10PM ET,TB,2.22
1B,Joey Votto (15454059),Joey Votto,15454059,1B,4600,MIL@CIN 09/21/2020 06:40PM ET,CIN,7.40
C,Salvador Perez (15454058),Salvador Perez,15454058,C,4600,STL@KC 09/21/2020 08:05PM ET,KC,10.23
SS,Adalberto Mondesi (15454063),Adalberto Mondesi,15454063,SS,4600,STL@KC 09/21/2020 08:05PM ET,KC,6.81
SP,Ian Kennedy (15454721),Ian Kennedy,15454721,P,4600,STL@KC 09/21/2020 08:05PM ET,KC,1.19
OF,Giancarlo Stanton (15454060),Giancarlo Stanton,15454060,OF,4600,NYY@TOR 09/21/2020 06:37PM ET,NYY,9.11
3B/OF,Cavan Biggio (15454061),Cavan Biggio,15454061,3B/OF,4600,NYY@TOR 09/21/2020 06:37PM ET,TOR,8.24
RP,Thomas Pannone (15454722),Thomas Pannone,15454722,P,4600,NYY@TOR 09/21/2020 06:37PM ET,TOR,0
RP,Josh Hader (15454723),Josh Hader,15454723,P,4500,MIL@CIN 09/21/2020 06:40PM ET,MIL,3.56
3B,Matt Carpenter (15454068),Matt Carpenter,15454068,3B,4500,STL@KC 09/21/2020 08:05PM ET,STL,5.36
OF,Kyle Lewis (15454064),Kyle Lewis,15454064,OF,4500,HOU@SEA 09/21/2020 09:10PM ET,SEA,8.46
OF,George Springer (15454067),George Springer,15454067,OF,4500,HOU@SEA 09/21/2020 09:10PM ET,HOU,9.09
SS,Carlos Correa (15454070),Carlos Correa,15454070,SS,4500,HOU@SEA 09/21/2020 09:10PM ET,HOU,5.86
C,Gary Sanchez (15454065),Gary Sanchez,15454065,C,4500,NYY@TOR 09/21/2020 06:37PM ET,NYY,6.07
1B,Pete Alonso (15454066),Pete Alonso,15454066,1B,4500,TB@NYM 09/21/2020 07:10PM ET,NYM,7.28
2B,Robinson Cano (15454069),Robinson Cano,15454069,2B,4500,TB@NYM 09/21/2020 07:10PM ET,NYM,7.95
OF,Nick Castellanos (15454073),Nick Castellanos,15454073,OF,4400,MIL@CIN 09/21/2020 06:40PM ET,CIN,7.93
OF,Ian Happ (15454071),Ian Happ,15454071,OF,4400,CHC@PIT 09/21/2020 07:05PM ET,CHC,8.14
C,Willson Contreras (15454072),Willson Contreras,15454072,C,4400,CHC@PIT 09/21/2020 07:05PM ET,CHC,6.86
SS,Miguel Rojas (15454077),Miguel Rojas,15454077,SS,4400,MIA@ATL 09/21/2020 07:10PM ET,MIA,8.15
2B,Ty France (15454076),Ty France,15454076,2B,4400,HOU@SEA 09/21/2020 09:10PM ET,SEA,6.58
RP,Gerson Bautista (15454724),Gerson Bautista,15454724,P,4400,HOU@SEA 09/21/2020 09:10PM ET,SEA,0
1B/3B,Travis Shaw (15454074),Travis Shaw,15454074,1B/3B,4400,NYY@TOR 09/21/2020 06:37PM ET,TOR,5.33
1B,Josh Bell (15454078),Josh Bell,15454078,1B,4300,CHC@PIT 09/21/2020 07:05PM ET,PIT,5.74
SS,Paul DeJong (15454082),Paul DeJong,15454082,SS,4300,STL@KC 09/21/2020 08:05PM ET,STL,6.58
RP,Seth Elledge (15454725),Seth Elledge,15454725,P,4300,STL@KC 09/21/2020 08:05PM ET,STL,3.62
C,Tyler Flowers (15454081),Tyler Flowers,15454081,C,4300,MIA@ATL 09/21/2020 07:10PM ET,ATL,5.39
2B,Jose Altuve (15454080),Jose Altuve,15454080,2B,4300,HOU@SEA 09/21/2020 09:10PM ET,HOU,6.34
OF,Randal Grichuk (15454079),Randal Grichuk,15454079,OF,4300,NYY@TOR 09/21/2020 06:37PM ET,TOR,7.69
3B/SS,Matt Duffy (15454260),Matt Duffy,15454260,3B/SS,4300,NYY@TOR 09/21/2020 06:37PM ET,NYY,0
OF,Austin Meadows (15454259),Austin Meadows,15454259,OF,4300,TB@NYM 09/21/2020 07:10PM ET,TB,6.67
2B,Kolten Wong (15454085),Kolten Wong,15454085,2B,4200,STL@KC 09/21/2020 08:05PM ET,STL,6.13
3B,Evan Longoria (15454084),Evan Longoria,15454084,3B,4200,COL@SF 09/21/2020 09:45PM ET,SF,6.98
OF,Alex Dickerson (15454263),Alex Dickerson,15454263,OF,4200,COL@SF 09/21/2020 09:45PM ET,SF,6.86
OF,Kyle Tucker (15454083),Kyle Tucker,15454083,OF,4200,HOU@SEA 09/21/2020 09:10PM ET,HOU,8.98
C,Martin Maldonado (15454088),Martin Maldonado,15454088,C,4200,HOU@SEA 09/21/2020 09:10PM ET,HOU,6
OF,Lourdes Gurriel Jr. (15454086),Lourdes Gurriel Jr.,15454086,OF,4200,NYY@TOR 09/21/2020 06:37PM ET,TOR,8.10
1B,Rowdy Tellez (15454262),Rowdy Tellez,15454262,1B,4200,NYY@TOR 09/21/2020 06:37PM ET,TOR,7.77
RP,Adam Ottavino (15454726),Adam Ottavino,15454726,P,4200,NYY@TOR 09/21/2020 06:37PM ET,NYY,2.08
RP,Wilmer Font (15454727),Wilmer Font,15454727,P,4200,NYY@TOR 09/21/2020 06:37PM ET,TOR,1.25
SS,Willy Adames (15454087),Willy Adames,15454087,SS,4200,TB@NYM 09/21/2020 07:10PM ET,TB,7.06
1B,Anthony Rizzo (15454089),Anthony Rizzo,15454089,1B,4100,CHC@PIT 09/21/2020 07:05PM ET,CHC,6.85
OF,Ian Miller (15454266),Ian Miller,15454266,OF,4100,CHC@PIT 09/21/2020 07:05PM ET,CHC,0
OF,Austin Slater (15454092),Austin Slater,15454092,OF,4100,COL@SF 09/21/2020 09:45PM ET,SF,7.88
RP,Ryne Stanek (15454728),Ryne Stanek,15454728,P,4100,MIA@ATL 09/21/2020 07:10PM ET,MIA,0.84
SS,J.P. Crawford (15454090),J.P. Crawford,15454090,SS,4100,HOU@SEA 09/21/2020 09:10PM ET,SEA,7
C,Danny Jansen (15454091),Danny Jansen,15454091,C,4100,NYY@TOR 09/21/2020 06:37PM ET,TOR,4.74
3B/OF,Miguel Andujar (15454264),Miguel Andujar,15454264,3B/OF,4100,NYY@TOR 09/21/2020 06:37PM ET,NYY,4.14
1B,Jedd Gyorko (15454093),Jedd Gyorko,15454093,1B,4000,MIL@CIN 09/21/2020 06:40PM ET,MIL,6.43
RP,Archie Bradley (15454743),Archie Bradley,15454743,P,4000,MIL@CIN 09/21/2020 06:40PM ET,CIN,3.79
SP,Angel Perdomo (15454776),Angel Perdomo,15454776,P,4000,MIL@CIN 09/21/2020 06:40PM ET,MIL,-0.87
RP,Alex Powers (15454778),Alex Powers,15454778,P,4000,MIL@CIN 09/21/2020 06:40PM ET,CIN,0
RP,J.P. Feyereisen (15454779),J.P. Feyereisen,15454779,P,4000,MIL@CIN 09/21/2020 06:40PM ET,MIL,2.95
RP,Devin Williams (15454788),Devin Williams,15454788,P,4000,MIL@CIN 09/21/2020 06:40PM ET,MIL,7.34
SP,Ethan Small (15454790),Ethan Small,15454790,P,4000,MIL@CIN 09/21/2020 06:40PM ET,MIL,0
