first_name,last_name,position,injury_status,game_date,slate,team,opp,confirmed_order,starting_pitcher,spread,over_under,implied_team_score,salary,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Orlando,Arcia,SS,,2020-09-01,Express,MIL,DET,,,-1.5,9.5,5.5,2300,0.0,6.9,15.9,6.1,2.63
Avisaíl,García,OF,DTD,2020-09-01,Express,MIL,DET,,,-1.5,9.5,5.5,2700,3.0,6.2,16.0,5.9,2.17
Tyler,Flowers,C,,2020-09-01,Express,ATL,BOS,,,-1.5,10,5.6,2600,0.0,3.0,12.0,5.4,2.06
Grayson,Greiner,C,,2020-09-01,Express,DET,MIL,,,+1.5,9.5,4,2100,0.0,5.6,15.9,5.2,2.47
Jonathan,Araúz,3B,,2020-09-01,Express,BOS,ATL,,,+1.5,10,4.4,2100,0.0,4.9,12.5,5.1,2.40
Pat,Valaika,SS,,2020-09-01,Express,BAL,NYM,,,+1.5,10,4.6,2300,0.0,3.0,9.0,5.1,2.20
Robinson,Chirinos,C,,2020-09-01,Express,NYM,BAL,,,-1.5,10,5.4,2000,0.0,3.0,6.2,4.8,2.39
Bryan,Holaday,C,,2020-09-01,Express,BAL,NYM,,,+1.5,10,4.6,2000,0.0,3.7,12.5,4.8,2.39
Andrew,Velazquez,3B,,2020-09-01,Express,BAL,NYM,,,+1.5,10,4.6,2000,0.0,3.7,9.5,4.7,2.33
Todd,Frazier,3B,,2020-09-01,Express,NYM,BAL,,,-1.5,10,5.4,2700,0.0,3.6,12.0,4.6,1.71
Ender,Inciarte,OF,,2020-09-01,Express,ATL,BOS,,,-1.5,10,5.6,2200,0.0,3.8,12.7,4.5,2.05
Jace,Peterson,OF,,2020-09-01,Express,MIL,DET,,,-1.5,9.5,5.5,2000,0.0,4.2,9.2,4.5,2.26
Kevin,Plawecki,C,,2020-09-01,Express,BOS,ATL,,,+1.5,10,4.4,2100,0.0,7.4,31.2,4.4,2.10
