Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2020,"Justin Turner","LAD",15,62,52,19,12,5,0,2,10,12,7,0,8,3,0,0,0,0,0,0.365384615,5235
2020,"Robbie Grossman","OAK",14,55,46,13,5,6,0,2,4,7,5,1,10,4,0,0,0,2,1,0.282608695,5254
2020,"Sandy Leon","CLE",6,21,18,2,2,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0.111111111,5273
2020,"Francisco Cervelli","MIA",7,25,20,7,5,2,0,0,4,0,4,0,6,1,0,0,1,0,0,0.35,5275
2020,"Aaron Hicks","NYY",18,69,55,11,4,4,1,2,10,7,14,1,11,0,0,0,0,0,0,0.2,5297
2020,"Brandon Crawford","SFG",16,57,48,13,9,2,0,2,10,4,7,0,14,2,0,0,0,0,1,0.270833333,5343
2020,"Freddie Freeman","ATL",19,78,65,21,9,7,0,5,16,19,13,3,12,0,0,0,2,0,0,0.323076923,5361
2020,"Pablo Sandoval","SFG",11,30,28,3,3,0,0,0,0,1,1,0,9,1,0,0,1,0,0,0.107142857,5409
2020,"Jose Altuve","HOU",21,87,78,15,13,1,0,1,14,6,9,0,22,0,0,0,1,1,2,0.192307692,5417
2020,"Ji-Man Choi","TBR",18,59,47,10,3,6,0,1,6,7,9,2,17,0,3,0,0,0,0,0.212765957,5452
2020,"Austin Romine","DET",13,47,45,12,9,2,0,1,5,9,2,0,11,0,0,0,2,0,0,0.266666666,5491
2020,"Marwin Gonzalez","MIN",17,60,51,7,6,0,0,1,3,3,8,0,13,0,1,0,0,0,0,0.137254901,5497
2020,"Matt Kemp","COL",18,57,51,14,10,1,0,3,12,12,6,1,10,0,0,0,2,0,0,0.274509803,5631
2020,"Avisail Garcia","MIL",16,54,49,11,8,2,0,1,2,6,4,1,16,1,0,0,2,0,1,0.224489795,5760
2020,"Wilmer Flores","SFG",18,74,67,22,15,3,0,4,12,15,6,0,9,0,1,0,2,0,0,0.328358208,5827
2020,"Leury Garcia","CHW",8,31,28,6,2,1,0,3,4,7,3,0,8,0,0,0,0,0,0,0.214285714,5913
2020,"Nick Markakis","ATL",8,26,23,5,1,3,0,1,3,3,2,0,4,1,0,0,0,0,0,0.217391304,5930
2020,"Jean Segura","PHI",21,88,74,16,10,1,1,4,13,9,13,1,14,0,0,1,2,1,1,0.216216216,5933
2020,"Didi Gregorius","PHI",22,91,82,22,14,3,1,4,14,15,6,1,12,1,1,1,0,2,0,0.268292682,6012
2020,"Eduardo Escobar","ARI",18,70,56,13,7,2,1,3,11,10,11,4,8,2,1,0,1,1,0,0.232142857,6153
2020,"J.D. Martinez","BOS",20,85,74,20,9,8,0,3,10,13,9,0,17,2,0,0,2,0,0,0.27027027,6184
2020,"Freddy Galvis","CIN",15,53,49,14,7,2,0,5,10,9,3,0,11,1,0,0,2,0,0,0.285714285,6609
2020,"Martin Maldonado","HOU",19,62,51,17,11,3,0,3,12,15,10,0,18,0,0,1,1,1,0,0.333333333,6887
2020,"Yadier Molina","STL",15,59,56,18,16,1,0,1,5,9,1,0,5,2,0,0,5,0,0,0.321428571,7007
