Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
1B,Matt Beaty (15414841),Matt Beaty,15414841,1B,2000,LAD@SD 09/16/2020 04:10PM ET,LAD,3.95
OF,Cody Thomas (15414842),Cody Thomas,15414842,OF,2000,LAD@SD 09/16/2020 04:10PM ET,LAD,0
2B/SS,Omar Estevez (15414843),Omar Estevez,15414843,2B/SS,2000,LAD@SD 09/16/2020 04:10PM ET,LAD,0
C,Diego Cartaya (15414845),Diego Cartaya,15414845,C,2000,LAD@SD 09/16/2020 04:10PM ET,LAD,0
OF,Anthony Garcia (15414846),Anthony Garcia,15414846,OF,2000,LAD@SD 09/16/2020 04:10PM ET,LAD,0
SS,Zach McKinstry (15414847),Zach McKinstry,15414847,SS,2000,LAD@SD 09/16/2020 04:10PM ET,LAD,0
OF,DJ Peters (15414848),DJ Peters,15414848,OF,2000,LAD@SD 09/16/2020 04:10PM ET,LAD,0
OF,Zach Reks (15414849),Zach Reks,15414849,OF,2000,LAD@SD 09/16/2020 04:10PM ET,LAD,0
2B,Michael Busch (15414850),Michael Busch,15414850,2B,2000,LAD@SD 09/16/2020 04:10PM ET,LAD,0
C,Carson Taylor (15414851),Carson Taylor,15414851,C,2000,LAD@SD 09/16/2020 04:10PM ET,LAD,0
OF,Luke Raley (15414852),Luke Raley,15414852,OF,2000,LAD@SD 09/16/2020 04:10PM ET,LAD,0
C,Rocky Gale (15414853),Rocky Gale,15414853,C,2000,LAD@SD 09/16/2020 04:10PM ET,LAD,0
1B/OF,Jace Peterson (15414756),Jace Peterson,15414756,1B/OF,2000,STL@MIL 09/16/2020 05:10PM ET,MIL,3.59
OF,Lane Thomas (15414759),Lane Thomas,15414759,OF,2000,STL@MIL 09/16/2020 05:10PM ET,STL,2.5
OF,Keon Broxton (15414826),Keon Broxton,15414826,OF,2000,STL@MIL 09/16/2020 05:10PM ET,MIL,0
C,Julio Rodriguez (15414828),Julio Rodriguez,15414828,C,2000,STL@MIL 09/16/2020 05:10PM ET,STL,0
