Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2020,"Marcell Ozuna","ATL",15,28,25,8,3,1,0,4,5,12,3,0,5,0,0,0,1,0,0,0.32,10324
2020,"Enrique Hernandez","LAD",14,27,24,4,3,1,0,0,1,1,2,0,7,1,0,0,1,0,0,0.16666667,10472
2020,"Corey Dickerson","MIA",12,23,22,6,3,1,0,2,2,3,1,0,7,0,0,0,0,0,0,0.27272727,10762
2020,"Jurickson Profar","SDP",16,29,27,7,4,0,0,3,4,6,1,0,5,0,1,0,0,0,0,0.25925926,10815
2020,"Jedd Gyorko","MIL",13,25,20,6,2,1,0,3,4,6,5,1,5,0,0,0,0,0,0,0.3,10816
2020,"Adam Duvall","ATL",14,25,25,5,1,2,0,2,3,6,0,0,7,0,0,0,0,0,0,0.2,10950
2020,"Phil Gosselin","PHI",13,23,19,5,3,2,0,0,2,4,4,0,7,0,0,0,3,0,0,0.26315789,10953
2020,"Kole Calhoun","ARI",17,32,29,5,3,0,0,2,4,5,1,0,11,2,0,0,1,0,0,0.17241379,11200
2020,"Adam Eaton","WSN",12,26,24,2,2,0,0,0,3,1,1,0,4,0,0,1,0,0,0,0.08333333,11205
2020,"Whit Merrifield","KCR",13,23,21,8,4,4,0,0,6,1,2,0,0,0,0,0,1,3,0,0.38095238,11281
2020,"Jesus Aguilar","MIA",12,27,24,9,5,3,0,1,4,3,3,0,3,0,0,0,1,0,0,0.375,11342
2020,"Mark Canha","OAK",13,25,18,4,1,2,1,0,2,3,4,0,6,2,1,0,0,1,0,0.22222222,11445
2020,"Christian Yelich","MIL",18,33,28,8,4,1,0,3,7,6,5,0,10,0,0,0,2,0,0,0.28571429,11477
