Season,Name,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,playerId
2020,"Albert Pujols","LAA",22,0,0.13636364,0,0.22727273,0.22727273,0.5,0.72727273,0.27272727,0.17647059,2.3987535809283185,-0.355353089689739,0.300650493665175,91.34407720998084,1177
2020,"Miguel Cabrera","DET",21,0.0952381,0.38095238,0.25,0.15789474,0.23809524,0.31578947,0.55388471,0.15789473,0.2,1.307125423063624,-1.321794580708158,0.24508048239208402,49.62377323242002,1744
2020,"David Peralta","ARI",24,0,0.29166667,0,0.375,0.375,0.58333333,0.95833333,0.20833333,0.5,4.759014909472047,1.7545349051614396,0.4066571245590846,154.93568708744309,2136
2020,"Edwin Encarnacion","CHW",24,0.04166667,0.33333333,0.125,0.18181818,0.25,0.5,0.75,0.31818182,0.16666667,2.869082524900727,-0.1353974794098809,0.3131336271762848,99.6350263581442,2151
2020,"Carlos Santana","CLE",29,0.13793103,0.20689655,0.66666667,0.08,0.20689655,0.2,0.40689655,0.12,0.05555556,0.14844087467118738,-3.481972463870797,0.17723591199942998,-0.041880325617667684,2396
2020,"Roberto Perez","CLE",21,0.14285714,0.23809524,0.6,0.11111111,0.23809524,0.11111111,0.34920635,0,0.15384615,0.22638253564201333,-2.4025374681297684,0.18395971400397165,4.571362099490341,2900
2020,"Robinson Cano","NYM",26,0,0.23076923,0,0.32,0.34615385,0.68,1.02615385,0.36,0.3125,5.5922712201827,2.3374178821795413,0.4266036588412065,174.21798352711974,3269
2020,"Matt Joyce","MIA",20,0.05,0.2,0.25,0.21052632,0.25,0.21052632,0.46052632,0,0.26666667,0.680497299828211,-1.8232360370972955,0.21156615912914276,31.311612758933485,3353
2020,"Ryan Braun","MIL",21,0,0.19047619,0,0.35,0.38095238,0.7,1.08095238,0.35,0.35714286,4.943543613092459,2.3146236093206767,0.45073594081969487,183.4789343624577,3410
2020,"Anthony Rizzo","CHC",25,0.12,0.12,1,0.23809524,0.36,0.38095238,0.74095238,0.14285714,0.23529412,2.751100898732605,-0.37856577242427797,0.3018497539603192,86.62964579101704,3473
2020,"Josh Reddick","HOU",21,0.04761905,0.0952381,0.5,0.1,0.14285714,0.1,0.24285714,0,0.11111111,-0.9507342946204056,-3.5796542983921875,0.11738857484999157,-33.40914195590103,3892
2020,"Michael Brantley","HOU",29,0.06896552,0.13793103,0.5,0.33333333,0.37931034,0.44444444,0.82375478,0.11111111,0.36363636,4.615558054309359,0.9851447157673746,0.3601786021528573,133.17060765453675,4106
2020,"Joey Votto","CIN",24,0.20833333,0.25,0.83333333,0.26315789,0.41666667,0.47368421,0.89035088,0.21052632,0.33333333,4.427573288468354,1.4230932841577457,0.390255702038606,142.28763901048814,4314
2020,"Mike Moustakas","CIN",24,0.16666667,0.125,1.33333333,0.3,0.41666667,0.65,1.06666667,0.35,0.3125,5.48257326989903,2.4780932655884214,0.4424624840418498,176.7168236464231,4892
2020,"Asdrubal Cabrera","WSN",30,0.06666667,0.1,0.66666667,0.35714286,0.4,0.71428571,1.11428571,0.35714285,0.34782609,7.340744575612278,3.585144570224018,0.4617627819379171,189.6356806397719,4962
2020,"Josh Donaldson","MIN",23,0.17391304,0.17391304,1,0.27777778,0.43478261,0.61111111,1.04589372,0.33333333,0.25,4.995168513805622,2.115875176341289,0.429090445691889,176.07203624587808,5038
2020,"Justin Upton","LAA",25,0.12,0.12,1,0.2,0.36,0.45,0.81,0.25,0.1875,3.8899001759001406,0.7602335047432577,0.35594920873641966,129.28486997102743,5222
2020,"Aaron Hicks","NYY",27,0.18518519,0.14814815,1.25,0.31818182,0.44444444,0.45454545,0.89898989,0.13636363,0.38888889,5.126603023567214,1.7465630187177796,0.3966594294265465,155.0658228887293,5297
2020,"Brandon Crawford","SFG",25,0.08,0.32,0.25,0.28571429,0.36,0.76190476,1.12190476,0.47619047,0.33333333,5.700643022168114,2.5709763510112302,0.4419698119163513,182.93469028361022,5343
2020,"Freddie Freeman","ATL",29,0.20689655,0.27586207,0.75,0.30434783,0.44827586,0.56521739,1.01349325,0.26086956,0.42857143,6.382674831373172,2.7522614928311873,0.43254766793086613,171.41121562775714,5361
2020,"Jose Altuve","HOU",29,0.10344828,0.24137931,0.42857143,0.19230769,0.27586207,0.30769231,0.58355438,0.11538462,0.26315789,2.204139856752419,-1.4262734817895655,0.26142333910383025,65.41400671763463,5417
2020,"Marwin Gonzalez","MIN",23,0.04347826,0.17391304,0.25,0.14285714,0.2173913,0.19047619,0.40786749,0.04761905,0.17647059,0.41815308756940006,-2.4611402498949326,0.19274880056795868,13.916561803132868,5497
2020,"Avisail Garcia","MIL",25,0,0.28,0,0.16666667,0.2,0.20833333,0.40833333,0.04166666,0.23529412,0.28492361691247226,-2.844743054244411,0.18469228029251097,8.029194730137505,5760
2020,"Wilmer Flores","SFG",26,0.07692308,0.26923077,0.28571429,0.08333333,0.15384615,0.16666667,0.32051282,0.08333334,0.11764706,-0.5127496040604476,-3.767602942063606,0.14773512345093948,-11.106390716997062,5827
2020,"Jean Segura","PHI",27,0.14814815,0.18518519,0.8,0.40909091,0.51851852,0.81818182,1.33670034,0.40909091,0.46666667,8.49020566129464,5.110165656445206,0.5446134033026518,246.08840023111048,5933
2020,"Didi Gregorius","PHI",38,0.02631579,0.21052632,0.125,0.30555556,0.34210526,0.5,0.84210526,0.19444444,0.37037037,6.030642230229766,1.2735488900713032,0.35963696241378784,124.10064706400071,6012
