Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2020,"Marcus Semien","OAK",33,151,140,32,22,4,1,5,19,12,11,0,33,0,0,0,3,3,0,0.228571428,12533
2020,"C.J. Cron","DET",13,52,42,8,1,3,0,4,9,8,9,0,16,1,0,0,2,0,0,0.19047619,12546
2020,"Eugenio Suarez","CIN",34,139,119,22,11,3,0,8,17,19,19,1,36,1,0,0,5,2,0,0.184873949,12552
2020,"Trevor Story","COL",35,157,140,41,23,7,2,9,30,19,17,1,35,0,0,0,4,8,1,0.292857142,12564
2020,"Alex Dickerson","SFG",30,97,86,19,13,1,1,4,11,14,10,1,18,0,1,0,3,0,0,0.220930232,12649
2020,"Brad Miller","STL",19,74,57,16,9,4,1,2,9,11,15,1,15,1,1,0,0,1,0,0.280701754,12775
2020,"George Springer","HOU",25,112,91,19,10,4,0,5,15,17,15,0,21,4,2,0,2,0,0,0.208791208,12856
2020,"Brian Goodwin","LAA",28,109,95,23,11,7,1,4,12,17,12,1,35,1,1,0,0,1,0,0.242105263,12858
2020,"James McCann","CHW",17,66,57,20,15,2,0,3,11,8,5,0,15,3,1,0,1,0,0,0.350877192,12859
2020,"Anthony Rendon","LAA",31,138,110,32,21,5,0,6,17,19,25,2,20,3,0,0,3,0,0,0.29090909,12861
2020,"Gregory Polanco","PIT",25,88,79,9,2,2,0,5,7,13,8,0,37,0,1,0,0,2,0,0.11392405,12907
2020,"Francisco Lindor","CLE",35,155,143,38,25,8,0,5,17,15,8,1,29,4,0,0,8,2,1,0.265734265,12916
2020,"Brandon Nimmo","NYM",32,141,112,27,14,6,2,5,22,10,24,0,29,5,0,0,1,1,0,0.241071428,12927
2020,"Jose Osuna","PIT",16,52,50,7,6,0,0,1,1,6,2,0,13,0,0,0,0,0,0,0.14,12937
2020,"Phillip Evans","PIT",11,45,39,14,11,2,0,1,6,9,5,0,7,1,0,0,1,0,1,0.358974358,12950
2020,"Austin Hedges","SDP",27,71,57,9,5,1,0,3,7,6,6,0,18,2,1,5,3,1,1,0.157894736,12976
2020,"Michael Perez","TBR",18,51,47,8,7,0,0,1,5,7,2,0,15,1,1,0,1,0,0,0.170212765,12977
2020,"Javier Baez","CHC",33,134,124,25,14,6,0,5,15,14,6,0,47,2,2,0,5,1,0,0.201612903,12979
2020,"Cam Gallagher","KCR",13,34,30,9,4,4,0,1,6,2,4,0,6,0,0,0,0,0,0,0.3,12981
2020,"Jackie Bradley Jr.","BOS",30,113,102,25,18,5,0,2,10,11,10,0,25,0,1,0,0,0,1,0.245098039,12984
2020,"Teoscar Hernandez","TOR",33,137,126,38,20,6,0,12,22,22,10,0,39,0,1,0,2,5,1,0.301587301,13066
2020,"Yoenis Cespedes","NYM",8,34,31,5,2,1,0,2,3,4,2,0,15,1,0,0,1,0,0,0.161290322,13110
2020,"Josh Bell","PIT",31,126,113,24,18,2,0,4,13,14,9,0,38,1,3,0,2,0,0,0.21238938,13145
2020,"Jorge Polanco","MIN",35,144,134,36,28,5,0,3,14,16,6,0,18,1,1,2,6,1,2,0.268656716,13152
2020,"Nicky Delmonico","CHW",6,22,20,3,3,0,0,0,0,3,2,0,2,0,0,0,2,0,0,0.15,13157
2020,"Orlando Arcia","MIL",31,94,84,22,17,2,1,2,10,11,10,0,12,0,0,0,7,2,0,0.261904761,13185
2020,"Mike Zunino","TBR",23,68,60,8,1,3,0,4,7,9,6,0,29,2,0,0,0,0,0,0.133333333,13265
2020,"Max Muncy","LAD",35,151,124,25,13,3,0,9,20,20,21,0,35,4,2,0,3,0,0,0.201612903,13301
2020,"Ildemaro Vargas","2 Tms",16,43,41,8,6,1,1,0,5,2,1,0,7,0,1,0,2,0,0,0.195121951,13324
2020,"Jake Lamb","ARI",16,46,40,4,3,1,0,0,2,1,5,0,15,1,0,0,0,0,1,0.1,13329
2020,"Omar Narvaez","MIL",26,83,72,12,6,4,0,2,6,4,9,0,25,2,0,0,0,0,0,0.166666666,13338
2020,"Bubba Starling","KCR",14,27,24,5,4,1,0,0,2,4,2,0,9,0,1,0,0,0,0,0.208333333,13356
2020,"Tyler Naquin","CLE",16,61,59,16,7,6,1,2,7,11,1,0,15,1,0,0,1,0,1,0.27118644,13359
2020,"Stephen Piscotty","OAK",29,116,107,28,17,6,0,5,12,26,6,0,33,1,1,1,4,2,0,0.261682242,13367
2020,"Erik Gonzalez","PIT",26,99,94,25,14,7,1,3,10,15,4,0,23,0,0,1,0,0,3,0.265957446,13369
2020,"Christian Walker","ARI",34,140,127,38,21,13,0,4,19,21,9,0,27,2,2,0,4,0,0,0.299212598,13419
2020,"Dwight Smith","BAL",20,72,63,14,9,3,0,2,9,6,7,1,19,1,1,0,1,1,0,0.222222222,13473
2020,"Jose  Ramirez","CLE",35,159,137,34,19,7,1,7,27,22,20,0,33,1,1,0,0,8,0,0.248175182,13510
2020,"Roman Quinn","PHI",23,74,70,19,13,3,1,2,11,5,3,0,20,1,0,0,0,6,0,0.271428571,13546
2020,"Jesse Winker","CIN",35,120,101,33,17,6,0,10,19,17,15,0,29,4,0,0,0,1,0,0.326732673,13590
