Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RP,Hansel Robles (15351441),Hansel Robles,15351441,P,4300,LAA@COL 09/13/2020 03:10PM ET,LAA,0.80
OF,Wil Myers (15351214),Wil Myers,15351214,OF,4300,SF@SD 09/13/2020 04:10PM ET,SD,9.5
3B,Evan Longoria (15351215),Evan Longoria,15351215,3B,4300,SF@SD 09/13/2020 04:10PM ET,SF,7.37
1B/2B,Wilmer Flores (15351216),Wilmer Flores,15351216,1B/2B,4300,SF@SD 09/13/2020 04:10PM ET,SF,8.37
RP,Keynan Middleton (15351443),Keynan Middleton,15351443,P,4200,LAA@COL 09/13/2020 03:10PM ET,LAA,1.86
OF,Abraham Almonte (15351218),Abraham Almonte,15351218,OF,4200,SF@SD 09/13/2020 04:10PM ET,SD,2
2B,Jake Cronenworth (15351219),Jake Cronenworth,15351219,2B,4200,SF@SD 09/13/2020 04:10PM ET,SD,7.72
RP,James Sherfy (15351442),James Sherfy,15351442,P,4200,SEA@ARI 09/13/2020 04:10PM ET,ARI,0
RP,Noe Ramirez (15351444),Noe Ramirez,15351444,P,4100,LAA@COL 09/13/2020 03:10PM ET,LAA,2.13
3B,Eduardo Escobar (15351220),Eduardo Escobar,15351220,3B,4100,SEA@ARI 09/13/2020 04:10PM ET,ARI,5.93
2B/OF,Dylan Moore (15351221),Dylan Moore,15351221,2B/OF,4100,SEA@ARI 09/13/2020 04:10PM ET,SEA,10.52
SS,J.P. Crawford (15351291),J.P. Crawford,15351291,SS,4100,SEA@ARI 09/13/2020 04:10PM ET,SEA,7.42
